user_id,timestamp,activity_type,direction,peer_number,duration_sec,location,device_imei,sim_imsi,network_type,data_used_mb,is_roaming,is_spam_or_fraud
U031,2025-01-05 14:50:11,call,incoming,93XXXX1668,532,Mumbai,889900112233445,899110999999999,5G,0.4,no,0
U464,2025-01-15 07:59:22,call,incoming,99XXXX2390,599,Patna,778899001122334,899110123456789,4G,1.0,no,0
U213,2025-01-09 09:52:03,call,incoming,94XXXX6009,716,Surat,990011223344556,899110999999999,4G,1.2,yes,1
U060,2024-12-18 06:15:45,call,incoming,94XXXX1916,152,Hyderabad,556677889900112,899110888888888,4G,2.0,no,0
U073,2024-12-28 22:23:30,sms,incoming,97XXXX5170,0,Hyderabad,448899001122334,899110777777777,4G,0.0,yes,1
U500,2024-12-22 14:05:28,call,incoming,93XXXX6742,117,Indore,990011223344556,899110888888888,4G,2.3,no,0
U354,2024-12-28 09:32:26,call,incoming,99XXXX2831,544,Ahmedabad,990011223344556,899110555555555,4G,2.1,no,0
U296,2024-12-22 09:20:13,call,incoming,99XXXX2358,2133,Chennai,667788990011223,899110888888888,4G,2.3,no,0
U047,2025-01-02 10:25:47,call,incoming,93XXXX2499,2916,Ahmedabad,448899001122334,899110123456789,4G,0.6,no,0
U139,2025-01-04 19:50:22,sms,incoming,91XXXX8902,0,Vadodara,667788990011223,899110555555555,4G,0.0,no,0
U475,2025-01-01 08:59:42,call,incoming,97XXXX7026,17,Chennai,990011223344556,899110123456789,5G,1.6,no,1
U198,2025-01-04 20:23:23,call,incoming,97XXXX7442,1415,Ahmedabad,123456789012345,899110123456789,4G,1.1,yes,1
U322,2025-01-01 20:39:43,sms,incoming,99XXXX7331,0,Bangalore,990011223344556,899110999999999,4G,0.0,no,0
U137,2025-01-14 09:50:17,call,incoming,96XXXX2959,597,Pune,356789123456789,899110555555555,4G,0.9,no,0
U117,2024-12-31 18:30:47,call,incoming,99XXXX9886,153,Jaipur,778899001122334,899110777777777,4G,2.2,no,0
U491,2025-01-08 20:50:43,sms,incoming,90XXXX9978,0,Kanpur,556677889900112,899110777777777,5G,0.0,no,0
U302,2025-01-11 15:07:01,call,incoming,95XXXX6062,875,Surat,778899001122334,899110666666666,5G,1.3,yes,0
U451,2024-12-17 13:08:46,call,incoming,98XXXX4987,855,Kolkata,990011223344556,899110666666666,4G,0.9,no,0
U209,2024-12-22 08:23:01,call,incoming,95XXXX3381,13,Delhi,356789123456789,899110123456789,4G,0.7,no,1
U367,2024-12-22 17:57:53,call,incoming,98XXXX6687,552,Vadodara,448899001122334,899110123456789,4G,0.4,yes,0
U020,2025-01-14 11:13:30,sms,incoming,90XXXX8526,0,Delhi,123456789012345,899110666666666,5G,0.0,no,0
U395,2025-01-04 07:45:33,sms,incoming,90XXXX9506,0,Pune,889900112233445,899110777777777,4G,0.0,no,0
U326,2024-12-27 21:57:34,sms,incoming,90XXXX1103,0,Kolkata,356789123456789,899110555555555,4G,0.0,no,0
U008,2025-01-11 20:10:21,sms,incoming,98XXXX7086,0,Hyderabad,889900112233445,899110123456789,4G,0.0,no,0
U485,2024-12-18 22:25:48,sms,incoming,92XXXX8631,0,Indore,667788990011223,899110777777777,4G,0.0,no,0
U059,2024-12-26 11:57:51,sms,incoming,92XXXX8680,0,Kolkata,356789123456789,899110666666666,4G,0.0,no,0
U358,2024-12-26 15:18:38,call,incoming,96XXXX3435,183,Mumbai,889900112233445,899110777777777,5G,2.0,yes,0
U064,2024-12-31 21:05:26,call,incoming,98XXXX8997,22,Indore,667788990011223,899110777777777,4G,1.0,no,1
U133,2025-01-08 07:14:11,call,incoming,93XXXX6780,460,Bangalore,990011223344556,899110123456789,4G,0.3,no,0
U466,2024-12-30 12:55:31,call,incoming,92XXXX5305,1713,Hyderabad,556677889900112,899110777777777,5G,0.6,yes,1
U022,2025-01-05 08:54:55,sms,incoming,98XXXX5825,0,Pune,356789123456789,899110555555555,5G,0.0,no,0
U041,2024-12-27 16:53:06,call,incoming,90XXXX3683,9,Bangalore,778899001122334,899110123456789,4G,0.6,no,1
U489,2024-12-21 16:02:33,sms,incoming,92XXXX5715,0,Ahmedabad,667788990011223,899110123456789,5G,0.0,no,0
U227,2025-01-01 22:09:42,call,incoming,99XXXX5638,3,Hyderabad,448899001122334,899110888888888,4G,1.5,no,1
U027,2025-01-12 11:07:48,call,incoming,94XXXX6469,1368,Chennai,356789123456789,899110666666666,4G,2.5,no,0
U268,2025-01-09 13:22:03,sms,incoming,99XXXX9225,0,Kolkata,448899001122334,899110555555555,4G,0.0,no,0
U090,2024-12-26 21:44:54,call,incoming,93XXXX4440,530,Kolkata,778899001122334,899110888888888,5G,0.9,no,0
U193,2024-12-29 23:41:51,call,incoming,94XXXX2215,211,Hyderabad,123456789012345,899110555555555,5G,2.3,yes,0
U499,2024-12-24 14:10:53,sms,incoming,99XXXX4302,0,Surat,667788990011223,899110555555555,4G,0.0,no,0
U149,2025-01-13 20:21:51,call,incoming,99XXXX6562,1084,Mumbai,778899001122334,899110999999999,5G,1.7,no,0
U356,2024-12-28 22:31:34,call,incoming,98XXXX1617,686,Bangalore,356789123456789,899110999999999,5G,1.9,no,0
U432,2025-01-04 09:43:20,sms,incoming,97XXXX4306,0,Hyderabad,123456789012345,899110123456789,4G,0.0,no,0
U131,2025-01-11 07:35:54,call,incoming,91XXXX7478,114,Delhi,448899001122334,899110555555555,4G,1.2,no,0
U154,2025-01-11 07:47:26,call,incoming,92XXXX2346,136,Surat,990011223344556,899110123456789,4G,0.2,yes,0
U242,2024-12-26 22:45:32,sms,incoming,96XXXX4963,0,Bangalore,990011223344556,899110666666666,4G,0.0,no,0
U237,2025-01-05 18:31:46,call,incoming,92XXXX5419,1622,Delhi,889900112233445,899110999999999,4G,0.8,no,0
U194,2024-12-27 16:26:00,call,incoming,95XXXX8936,1678,Chennai,778899001122334,899110123456789,4G,1.2,yes,1
U156,2025-01-09 13:25:25,sms,incoming,96XXXX2033,0,Lucknow,667788990011223,899110555555555,4G,0.0,no,0
U258,2025-01-13 13:14:47,call,incoming,99XXXX9990,448,Mumbai,889900112233445,899110123456789,4G,1.9,yes,0
U164,2024-12-27 10:29:48,call,incoming,95XXXX2987,3100,Bangalore,990011223344556,899110123456789,5G,1.0,no,0
U342,2024-12-18 22:35:48,sms,incoming,95XXXX2572,0,Mumbai,990011223344556,899110555555555,4G,0.0,no,0
U384,2025-01-11 07:14:29,sms,incoming,97XXXX7925,0,Delhi,448899001122334,899110999999999,5G,0.0,no,0
U413,2025-01-06 16:12:45,call,incoming,95XXXX6629,639,Bangalore,990011223344556,899110555555555,4G,1.0,no,0
U024,2024-12-31 17:38:29,call,incoming,90XXXX6087,217,Delhi,778899001122334,899110123456789,5G,2.2,yes,0
U374,2024-12-16 12:53:41,sms,incoming,93XXXX6811,0,Mumbai,448899001122334,899110666666666,4G,0.0,no,0
U349,2024-12-19 16:44:19,sms,incoming,94XXXX5904,0,Surat,556677889900112,899110123456789,4G,0.0,no,0
U145,2025-01-03 14:11:38,sms,incoming,96XXXX1221,0,Delhi,448899001122334,899110666666666,5G,0.0,yes,0
U172,2025-01-05 09:02:04,sms,incoming,96XXXX2247,0,Kanpur,778899001122334,899110777777777,4G,0.0,no,0
U410,2025-01-02 17:35:02,call,incoming,90XXXX2778,40,Hyderabad,667788990011223,899110888888888,4G,1.3,yes,0
U180,2025-01-12 16:46:55,call,incoming,99XXXX7598,2838,Bangalore,448899001122334,899110555555555,4G,0.5,no,0
U020,2024-12-24 18:11:10,call,incoming,95XXXX4927,15,Thane,556677889900112,899110777777777,4G,0.1,yes,1
U291,2025-01-09 17:24:58,call,incoming,99XXXX2650,1075,Lucknow,889900112233445,899110123456789,4G,0.3,yes,1
U500,2024-12-30 14:00:35,call,incoming,99XXXX1402,126,Mumbai,356789123456789,899110888888888,4G,2.1,no,0
U433,2024-12-18 18:32:16,sms,incoming,92XXXX3647,0,Mumbai,889900112233445,899110888888888,4G,0.0,no,0
U024,2024-12-20 17:52:09,call,incoming,99XXXX2317,84,Ahmedabad,889900112233445,899110666666666,4G,1.5,no,0
U348,2024-12-18 06:09:52,call,incoming,96XXXX6611,161,Visakhapatnam,778899001122334,899110555555555,4G,2.2,yes,0
U309,2024-12-30 18:32:46,sms,incoming,95XXXX9175,0,Kolkata,448899001122334,899110555555555,5G,0.0,no,0
U403,2024-12-22 07:42:26,call,incoming,99XXXX1540,8,Delhi,448899001122334,899110888888888,4G,0.5,no,1
U314,2024-12-20 13:20:40,sms,incoming,90XXXX7514,0,Mumbai,667788990011223,899110123456789,5G,0.0,no,1
U321,2024-12-26 20:38:19,call,incoming,98XXXX9054,887,Kolkata,889900112233445,899110999999999,5G,0.8,no,0
U405,2025-01-14 22:10:25,call,incoming,95XXXX8767,11,Kolkata,990011223344556,899110123456789,4G,0.9,no,1
U379,2025-01-07 20:42:51,sms,incoming,97XXXX9532,0,Mumbai,448899001122334,899110123456789,5G,0.0,no,0
U032,2025-01-04 17:54:45,call,incoming,99XXXX7820,992,Vadodara,556677889900112,899110777777777,5G,0.9,yes,1
U137,2025-01-13 21:13:32,sms,incoming,99XXXX2549,0,Kolkata,990011223344556,899110666666666,4G,0.0,no,0
U292,2024-12-19 15:34:29,sms,incoming,93XXXX5832,0,Pune,990011223344556,899110555555555,5G,0.0,yes,1
U191,2024-12-25 18:52:00,sms,incoming,92XXXX3403,0,Bangalore,990011223344556,899110666666666,5G,0.0,no,0
U089,2025-01-05 17:17:47,call,incoming,93XXXX8872,501,Ahmedabad,778899001122334,899110888888888,5G,0.3,no,0
U314,2025-01-10 20:56:13,call,incoming,95XXXX7418,298,Mumbai,123456789012345,899110777777777,4G,0.1,no,0
U180,2024-12-18 08:57:17,call,incoming,91XXXX9516,679,Delhi,990011223344556,899110123456789,4G,1.5,no,0
U494,2024-12-31 21:02:27,sms,incoming,91XXXX1328,0,Kolkata,448899001122334,899110555555555,5G,0.0,yes,0
U013,2024-12-24 18:00:18,sms,incoming,98XXXX7478,0,Mumbai,990011223344556,899110999999999,5G,0.0,no,0
U473,2025-01-15 15:30:34,call,incoming,91XXXX8919,140,Lucknow,448899001122334,899110777777777,4G,1.0,no,0
U174,2024-12-31 13:58:40,call,incoming,99XXXX8251,95,Kolkata,667788990011223,899110666666666,5G,0.9,no,0
U308,2024-12-20 14:00:08,sms,incoming,95XXXX1422,0,Chennai,990011223344556,899110777777777,5G,0.0,no,0
U465,2024-12-18 12:42:52,call,incoming,99XXXX8951,744,Pune,123456789012345,899110888888888,5G,2.3,no,1
U303,2024-12-31 15:18:40,sms,incoming,95XXXX4595,0,Kolkata,667788990011223,899110777777777,4G,0.0,yes,0
U298,2024-12-31 14:53:43,call,incoming,92XXXX4172,79,Surat,667788990011223,899110999999999,5G,2.3,yes,0
U104,2024-12-24 14:58:37,sms,incoming,97XXXX6072,0,Chennai,990011223344556,899110555555555,4G,0.0,no,1
U076,2024-12-27 17:09:35,call,incoming,90XXXX9049,1040,Chennai,778899001122334,899110999999999,4G,1.9,no,0
U246,2025-01-13 14:00:00,call,incoming,95XXXX5423,755,Hyderabad,667788990011223,899110555555555,5G,1.2,no,1
U260,2025-01-06 16:56:03,sms,incoming,99XXXX6241,0,Bangalore,667788990011223,899110777777777,4G,0.0,no,0
U436,2024-12-31 23:35:40,call,incoming,94XXXX5283,297,Delhi,356789123456789,899110123456789,5G,0.8,no,0
U270,2025-01-05 08:54:58,sms,incoming,91XXXX8471,0,Kolkata,778899001122334,899110555555555,4G,0.0,no,0
U313,2024-12-28 12:20:46,call,incoming,96XXXX3978,52,Nagpur,448899001122334,899110123456789,4G,2.1,no,0
U310,2025-01-07 11:20:49,sms,incoming,99XXXX3179,0,Hyderabad,667788990011223,899110555555555,5G,0.0,no,0
U049,2024-12-19 11:04:37,sms,incoming,99XXXX2821,0,Patna,778899001122334,899110666666666,5G,0.0,no,0
U159,2025-01-06 12:04:32,sms,incoming,91XXXX5988,0,Hyderabad,356789123456789,899110555555555,4G,0.0,no,0
U127,2024-12-19 11:46:13,call,incoming,95XXXX9280,86,Kolkata,356789123456789,899110555555555,5G,0.2,no,0
U079,2024-12-16 16:17:37,sms,incoming,91XXXX5283,0,Mumbai,889900112233445,899110999999999,4G,0.0,no,0
U072,2024-12-24 23:00:00,sms,incoming,97XXXX5098,0,Kolkata,778899001122334,899110999999999,5G,0.0,no,0
U402,2025-01-05 07:49:42,sms,incoming,95XXXX1333,0,Delhi,990011223344556,899110999999999,4G,0.0,no,0
U315,2025-01-11 10:47:31,call,incoming,90XXXX8935,118,Bangalore,889900112233445,899110666666666,4G,2.1,no,0
U426,2025-01-08 23:59:33,call,incoming,94XXXX6464,425,Nagpur,778899001122334,899110777777777,4G,0.4,no,0
U370,2025-01-14 13:37:09,call,incoming,96XXXX6451,102,Chennai,667788990011223,899110666666666,5G,1.3,no,0
U326,2024-12-24 12:21:17,sms,incoming,97XXXX5427,0,Jaipur,990011223344556,899110666666666,5G,0.0,no,0
U409,2025-01-09 20:16:33,call,incoming,98XXXX8629,573,Bangalore,778899001122334,899110123456789,4G,0.1,no,0
U436,2024-12-28 23:51:29,sms,incoming,95XXXX7968,0,Chennai,990011223344556,899110999999999,4G,0.0,no,0
U232,2024-12-16 10:25:57,call,incoming,95XXXX9657,108,Kolkata,990011223344556,899110999999999,4G,2.5,no,0
U312,2024-12-21 13:33:44,sms,incoming,91XXXX3456,0,Ahmedabad,448899001122334,899110888888888,5G,0.0,no,0
U066,2024-12-23 11:27:51,call,incoming,95XXXX1482,6,Mumbai,356789123456789,899110555555555,5G,2.2,yes,1
U317,2025-01-02 08:05:01,call,incoming,96XXXX7698,128,Jaipur,778899001122334,899110555555555,5G,0.4,no,0
U420,2025-01-09 06:37:46,call,incoming,93XXXX2126,719,Delhi,667788990011223,899110123456789,4G,1.6,no,0
U491,2025-01-04 16:06:20,sms,incoming,91XXXX2869,0,Surat,990011223344556,899110777777777,5G,0.0,no,0
U321,2024-12-30 21:04:29,call,incoming,97XXXX3534,481,Mumbai,667788990011223,899110555555555,4G,2.4,no,0
U241,2025-01-02 07:52:52,sms,incoming,98XXXX7679,0,Ahmedabad,123456789012345,899110999999999,4G,0.0,no,0
U389,2024-12-21 17:10:36,call,incoming,92XXXX4525,1273,Chennai,667788990011223,899110888888888,5G,1.3,no,0
U107,2025-01-15 20:53:39,call,incoming,95XXXX6165,13,Delhi,448899001122334,899110123456789,5G,2.0,yes,1
U327,2024-12-17 18:29:42,sms,incoming,97XXXX7223,0,Nagpur,356789123456789,899110888888888,5G,0.0,no,0
U418,2025-01-09 11:14:01,call,incoming,95XXXX5936,421,Kolkata,356789123456789,899110555555555,5G,1.2,yes,0
U243,2025-01-10 09:40:22,call,incoming,92XXXX5488,568,Delhi,667788990011223,899110888888888,4G,1.6,no,0
U412,2024-12-28 15:36:14,call,incoming,91XXXX4797,133,Indore,448899001122334,899110888888888,5G,1.0,no,0
U491,2024-12-25 11:45:50,sms,incoming,98XXXX4065,0,Kolkata,356789123456789,899110888888888,4G,0.0,yes,0
U254,2024-12-20 08:25:37,call,incoming,94XXXX2971,916,Hyderabad,448899001122334,899110666666666,4G,2.0,no,0
U334,2025-01-15 19:11:42,call,incoming,95XXXX6299,526,Delhi,123456789012345,899110888888888,5G,2.1,no,0
U281,2025-01-09 07:45:40,sms,incoming,90XXXX4111,0,Bangalore,889900112233445,899110999999999,5G,0.0,no,0
U195,2024-12-17 08:59:07,sms,incoming,91XXXX7122,0,Chennai,448899001122334,899110777777777,5G,0.0,yes,1
U404,2025-01-13 09:43:22,call,incoming,99XXXX2175,13,Bangalore,667788990011223,899110999999999,4G,0.1,yes,1
U412,2025-01-11 20:11:54,sms,incoming,90XXXX5806,0,Hyderabad,778899001122334,899110666666666,4G,0.0,no,0
U451,2024-12-23 17:50:29,sms,incoming,97XXXX1497,0,Kolkata,667788990011223,899110888888888,5G,0.0,no,1
U473,2025-01-11 18:38:28,call,incoming,99XXXX6415,227,Surat,356789123456789,899110777777777,5G,1.1,no,0
U461,2024-12-16 13:16:15,call,incoming,94XXXX3156,538,Ahmedabad,448899001122334,899110777777777,4G,1.5,no,0
U279,2024-12-27 11:01:25,call,incoming,92XXXX4389,376,Delhi,990011223344556,899110777777777,5G,1.3,no,0
U242,2024-12-23 10:59:27,sms,incoming,96XXXX4743,0,Nagpur,778899001122334,899110123456789,5G,0.0,no,0
U473,2025-01-07 09:07:44,call,incoming,99XXXX7652,1525,Surat,889900112233445,899110123456789,4G,0.8,yes,1
U020,2025-01-04 13:05:56,call,incoming,90XXXX8479,113,Patna,990011223344556,899110777777777,4G,1.2,no,0
U366,2025-01-09 18:31:12,sms,incoming,97XXXX7712,0,Kolkata,990011223344556,899110888888888,4G,0.0,no,0
U388,2024-12-30 14:03:57,call,incoming,93XXXX9826,41,Nagpur,889900112233445,899110999999999,5G,0.3,yes,0
U495,2024-12-30 08:54:39,sms,incoming,97XXXX8379,0,Delhi,990011223344556,899110999999999,5G,0.0,no,0
U211,2025-01-08 13:23:55,sms,incoming,94XXXX6533,0,Bangalore,667788990011223,899110555555555,5G,0.0,yes,0
U202,2024-12-20 14:22:02,call,incoming,95XXXX7648,9,Chennai,448899001122334,899110555555555,4G,2.4,yes,1
U390,2025-01-11 15:46:40,call,incoming,97XXXX8185,71,Nagpur,889900112233445,899110888888888,4G,1.8,no,0
U341,2025-01-03 23:49:46,sms,incoming,99XXXX6875,0,Pune,778899001122334,899110555555555,5G,0.0,no,0
U188,2025-01-14 19:57:11,sms,incoming,95XXXX5560,0,Kolkata,889900112233445,899110999999999,4G,0.0,yes,1
U094,2024-12-16 18:34:51,sms,incoming,97XXXX1858,0,Nagpur,990011223344556,899110555555555,4G,0.0,yes,0
U302,2024-12-24 14:55:02,sms,incoming,90XXXX1490,0,Pune,990011223344556,899110555555555,4G,0.0,no,0
U280,2024-12-25 07:34:27,sms,incoming,94XXXX4320,0,Surat,123456789012345,899110888888888,5G,0.0,no,0
U479,2024-12-19 12:52:29,sms,incoming,97XXXX3404,0,Lucknow,990011223344556,899110888888888,4G,0.0,yes,0
U489,2025-01-09 18:15:01,sms,incoming,90XXXX5348,0,Bangalore,889900112233445,899110999999999,5G,0.0,no,0
U385,2025-01-01 08:59:47,call,incoming,95XXXX3000,110,Kolkata,123456789012345,899110555555555,5G,0.3,no,0
U410,2025-01-07 07:27:17,call,incoming,97XXXX6042,100,Surat,556677889900112,899110999999999,4G,2.2,no,0
U116,2025-01-07 08:12:52,call,incoming,95XXXX1267,598,Chennai,356789123456789,899110888888888,4G,1.7,no,0
U396,2024-12-31 23:40:10,call,incoming,95XXXX9548,126,Surat,990011223344556,899110999999999,5G,1.6,no,0
U489,2024-12-17 21:41:50,call,incoming,97XXXX7769,3388,Chennai,990011223344556,899110999999999,4G,1.6,no,0
U488,2025-01-15 07:31:27,sms,incoming,91XXXX3872,0,Indore,990011223344556,899110999999999,4G,0.0,no,0
U430,2025-01-04 07:23:09,call,incoming,90XXXX6378,637,Kolkata,667788990011223,899110777777777,4G,1.1,no,0
U196,2024-12-20 06:38:55,call,incoming,98XXXX5818,92,Kolkata,778899001122334,899110999999999,4G,0.6,yes,0
U412,2024-12-22 19:52:50,call,incoming,95XXXX7588,318,Bangalore,448899001122334,899110555555555,5G,2.4,yes,0
U035,2025-01-05 14:30:25,call,incoming,98XXXX6379,48,Bangalore,778899001122334,899110123456789,4G,1.9,no,0
U251,2024-12-20 21:09:29,sms,incoming,95XXXX2315,0,Hyderabad,990011223344556,899110888888888,4G,0.0,no,0
U229,2025-01-03 09:43:38,call,incoming,92XXXX4573,1710,Mumbai,356789123456789,899110777777777,4G,2.0,no,0
U461,2025-01-13 11:05:43,call,incoming,98XXXX1501,59,Pune,356789123456789,899110999999999,5G,0.4,yes,0
U179,2025-01-11 15:31:51,sms,incoming,97XXXX8618,0,Hyderabad,667788990011223,899110777777777,4G,0.0,no,0
U211,2025-01-15 09:12:03,sms,incoming,96XXXX9753,0,Delhi,990011223344556,899110888888888,4G,0.0,no,0
U038,2025-01-15 12:47:19,call,incoming,93XXXX6925,72,Pune,356789123456789,899110888888888,5G,1.7,no,0
U331,2024-12-30 20:36:53,sms,incoming,92XXXX1003,0,Pune,990011223344556,899110555555555,4G,0.0,no,0
U194,2024-12-27 19:49:26,call,incoming,99XXXX5699,357,Bangalore,448899001122334,899110666666666,5G,1.1,no,0
U122,2025-01-14 09:27:21,call,incoming,97XXXX6708,145,Mumbai,667788990011223,899110123456789,4G,1.3,no,0
U403,2025-01-09 06:40:49,sms,incoming,98XXXX8392,0,Pune,990011223344556,899110888888888,4G,0.0,yes,0
U375,2024-12-17 12:13:25,sms,incoming,97XXXX3667,0,Kolkata,556677889900112,899110888888888,5G,0.0,no,1
U051,2024-12-22 07:45:16,call,incoming,90XXXX1837,97,Kolkata,889900112233445,899110777777777,5G,0.4,no,0
U470,2025-01-12 19:25:43,sms,incoming,97XXXX4533,0,Mumbai,990011223344556,899110999999999,4G,0.0,yes,1
U204,2024-12-18 15:17:48,call,incoming,98XXXX4036,1737,Bangalore,356789123456789,899110999999999,5G,1.6,no,0
U137,2025-01-12 18:48:59,sms,incoming,90XXXX5715,0,Kolkata,990011223344556,899110555555555,5G,0.0,yes,0
U272,2025-01-02 07:23:25,sms,incoming,96XXXX3893,0,Delhi,778899001122334,899110999999999,4G,0.0,no,0
U297,2025-01-10 23:17:24,sms,incoming,99XXXX6794,0,Pune,123456789012345,899110123456789,4G,0.0,yes,1
U102,2025-01-08 22:42:51,sms,incoming,95XXXX3354,0,Kanpur,667788990011223,899110999999999,4G,0.0,yes,0
U419,2024-12-23 11:00:02,call,incoming,94XXXX1012,404,Bangalore,889900112233445,899110999999999,4G,1.0,no,0
U004,2024-12-19 17:38:41,call,incoming,97XXXX4001,809,Mumbai,990011223344556,899110999999999,5G,1.2,no,1
U164,2024-12-28 15:22:39,sms,incoming,93XXXX3315,0,Bangalore,990011223344556,899110666666666,4G,0.0,no,0
U030,2024-12-31 19:26:46,call,incoming,90XXXX4692,113,Delhi,778899001122334,899110777777777,5G,0.4,no,0
U056,2025-01-13 22:34:37,call,incoming,90XXXX9979,73,Jaipur,448899001122334,899110123456789,5G,0.7,yes,0
U131,2024-12-20 06:52:33,sms,incoming,94XXXX1791,0,Patna,556677889900112,899110999999999,5G,0.0,no,0
U108,2025-01-05 10:33:51,call,incoming,95XXXX4189,365,Delhi,667788990011223,899110123456789,4G,1.1,no,0
U351,2025-01-11 22:46:45,call,incoming,94XXXX2140,1065,Mumbai,556677889900112,899110777777777,5G,2.5,no,0
U215,2024-12-26 13:59:14,sms,incoming,92XXXX2486,0,Surat,990011223344556,899110123456789,5G,0.0,no,0
U014,2024-12-23 19:26:44,sms,incoming,91XXXX5660,0,Delhi,778899001122334,899110777777777,4G,0.0,no,0
U451,2025-01-06 21:44:35,sms,incoming,91XXXX6414,0,Kolkata,889900112233445,899110123456789,4G,0.0,no,0
U356,2024-12-16 15:48:44,call,incoming,97XXXX2786,118,Delhi,123456789012345,899110777777777,4G,0.6,no,0
U176,2024-12-20 14:20:50,call,incoming,92XXXX1187,161,Delhi,356789123456789,899110777777777,4G,2.5,yes,0
U004,2024-12-22 13:59:22,sms,incoming,94XXXX4308,0,Kolkata,448899001122334,899110999999999,5G,0.0,yes,0
U240,2025-01-10 19:08:56,call,incoming,92XXXX5946,52,Mumbai,356789123456789,899110888888888,5G,1.6,no,0
U139,2025-01-02 23:46:07,sms,incoming,93XXXX9450,0,Chennai,448899001122334,899110123456789,5G,0.0,no,0
U211,2024-12-23 15:08:21,sms,incoming,99XXXX9959,0,Delhi,356789123456789,899110555555555,4G,0.0,no,0
U132,2025-01-14 13:30:46,call,incoming,99XXXX1217,1299,Delhi,356789123456789,899110888888888,5G,1.2,no,1
U232,2024-12-30 17:45:36,sms,incoming,97XXXX4844,0,Pune,356789123456789,899110888888888,5G,0.0,no,0
U230,2025-01-08 23:41:57,call,incoming,99XXXX9648,317,Delhi,889900112233445,899110888888888,5G,1.6,yes,0
U413,2025-01-05 09:28:47,sms,incoming,96XXXX5356,0,Pune,667788990011223,899110123456789,4G,0.0,no,0
U446,2025-01-06 11:36:43,sms,incoming,95XXXX7571,0,Mumbai,667788990011223,899110888888888,5G,0.0,yes,1
U386,2025-01-11 18:21:36,sms,incoming,94XXXX3591,0,Bangalore,356789123456789,899110123456789,5G,0.0,no,0
U012,2024-12-17 10:39:43,sms,incoming,97XXXX5814,0,Ahmedabad,123456789012345,899110555555555,4G,0.0,no,0
U207,2025-01-13 16:42:25,sms,incoming,95XXXX2822,0,Lucknow,990011223344556,899110555555555,5G,0.0,no,1
U030,2025-01-05 22:37:58,call,incoming,94XXXX1216,371,Surat,889900112233445,899110666666666,4G,0.7,yes,0
U109,2024-12-20 22:55:55,sms,incoming,96XXXX4776,0,Mumbai,556677889900112,899110777777777,4G,0.0,no,0
U105,2025-01-15 23:51:05,call,incoming,92XXXX1083,12,Delhi,448899001122334,899110888888888,5G,0.9,yes,1
U245,2024-12-24 07:13:58,call,incoming,95XXXX9351,61,Bangalore,556677889900112,899110999999999,4G,2.3,no,0
U092,2025-01-15 23:26:18,sms,incoming,90XXXX6306,0,Hyderabad,123456789012345,899110666666666,4G,0.0,no,0
U431,2024-12-23 16:22:25,sms,incoming,97XXXX8701,0,Mumbai,448899001122334,899110123456789,4G,0.0,no,0
U209,2024-12-30 08:41:19,sms,incoming,94XXXX6253,0,Kanpur,990011223344556,899110777777777,5G,0.0,yes,0
U286,2024-12-21 13:04:08,call,incoming,94XXXX4943,160,Mumbai,889900112233445,899110666666666,5G,2.1,no,0
U011,2024-12-29 16:15:39,sms,incoming,92XXXX6479,0,Kolkata,990011223344556,899110888888888,5G,0.0,no,0
U238,2025-01-01 23:13:24,sms,incoming,98XXXX5921,0,Visakhapatnam,889900112233445,899110123456789,5G,0.0,no,0
U222,2024-12-17 19:26:09,call,incoming,93XXXX3610,219,Lucknow,356789123456789,899110123456789,5G,1.5,no,0
U398,2024-12-25 07:20:09,sms,incoming,97XXXX5994,0,Bangalore,990011223344556,899110666666666,4G,0.0,no,0
U213,2024-12-21 08:50:01,sms,incoming,90XXXX4519,0,Kolkata,356789123456789,899110777777777,5G,0.0,no,0
U080,2025-01-08 16:51:54,call,incoming,95XXXX2594,18,Delhi,778899001122334,899110777777777,4G,0.4,no,1
U153,2024-12-21 19:55:42,call,incoming,97XXXX4083,586,Kolkata,356789123456789,899110123456789,5G,1.7,no,0
U315,2024-12-22 09:26:31,call,incoming,92XXXX9362,59,Chennai,556677889900112,899110666666666,4G,0.7,no,0
U425,2024-12-29 13:13:10,call,incoming,94XXXX8734,3391,Lucknow,990011223344556,899110888888888,4G,2.4,no,0
U218,2024-12-30 11:30:37,sms,incoming,98XXXX1676,0,Jaipur,990011223344556,899110555555555,4G,0.0,no,0
U141,2024-12-21 08:34:12,call,incoming,95XXXX8903,35,Bangalore,123456789012345,899110999999999,5G,1.8,no,0
U022,2024-12-22 19:26:05,sms,incoming,94XXXX4347,0,Kolkata,556677889900112,899110777777777,4G,0.0,no,0
U090,2024-12-24 16:43:51,sms,incoming,90XXXX1175,0,Mumbai,889900112233445,899110777777777,5G,0.0,no,0
U391,2024-12-25 16:01:24,sms,incoming,99XXXX1920,0,Hyderabad,990011223344556,899110999999999,4G,0.0,no,0
U069,2024-12-31 11:53:16,call,incoming,96XXXX3078,1557,Hyderabad,990011223344556,899110888888888,5G,1.5,no,1
U030,2025-01-15 17:25:19,sms,incoming,99XXXX5409,0,Kolkata,448899001122334,899110888888888,5G,0.0,no,0
U143,2024-12-26 10:54:45,sms,incoming,92XXXX6887,0,Kolkata,356789123456789,899110123456789,4G,0.0,yes,0
